FECHA,NOMBRE DE EMPRESAS,DEPARTAMENTO,Ciudad,Localidad,SECTOR,Horas/Reinversión,ID_Cliente,Puestos Medidos,Puesto 1,Puesto 2,Puesto 3,Puesto 4,Puesto 5,Puesto 6,Puesto 7,Puesto 8,Puesto 9,Puesto 10,Puesto 11,Puesto 12,Puesto 13,Puesto 14,Puesto 15,Puesto 16,Puesto 17,Puesto 18,Puesto 19,Puesto 20,Puesto 21,Puesto 22,Puesto 23,Puesto 24,Puesto 25,Puesto 26,Puesto 27,Puesto 28,Puesto 29,Puesto 30,Puesto 31,Puesto 32,Puesto 33,Puesto 34,Puesto 35,Puesto 36,Puesto 37,Puesto 38,Puesto 39,Puesto 40,Puesto 41,Puesto 42,Puesto 43,Puesto 44,Puesto 45,Puesto 46,Puesto 47,Puesto 48,Puesto 49,Puesto 50,Puesto 51,Puesto 52,Puesto 53,Puesto 54,Puesto 55,Puesto 56,Puesto 57,Puesto 58,Puesto 59,Puesto 60,Puesto 61,Puesto 62,Puesto 63,Puesto 64,Puesto 65,Puesto 66,Puesto 67,Puesto 68,Puesto 69,Puesto 70,Puesto 71,Puesto 72,Puesto 73,Puesto 74,Puesto 75,Puesto 76,Puesto 77,Puesto 78,Puesto 79,Puesto 80,Puesto 81,Puesto 82,Puesto 83,Puesto 84,Puesto 85,Puesto 86,Puesto 87,Puesto 88,Puesto 89,Puesto 90,Puesto 91,Puesto 92,Puesto 93,Puesto 94,Puesto 95,Puesto 96,Puesto 97,Puesto 98,Puesto 99,Puesto 100,Puesto 101,Puesto 102,Puesto 103,Puesto 104,Puesto 105,Puesto 106,Puesto 107,Puesto 108,Puesto 109,Puesto 110,Puesto 111,Puesto 112,Puesto 113,Puesto 114,Puesto 115,Puesto 116,Puesto 117,Puesto 118,Puesto 119,Puesto 120,Puesto 121,Puesto 122,Puesto 123,Puesto 124,Puesto 125,Puesto 126,Puesto 127,Puesto 128,Puesto 129,Puesto 130,Puesto 131,Puesto 132,Puesto 133,Puesto 134,Puesto 135,Puesto 136,Puesto 137,Puesto 138,Puesto 139,Puesto 140,Puesto 141,Puesto 142,Puesto 143,Puesto 144,Puesto 145,Puesto 146,Puesto 147,Puesto 148,Puesto 149,Puesto 150,Puesto 151,Puesto 152,Puesto 153,Puesto 154,Puesto 155,Puesto 156,Puesto 157,Puesto 158,Puesto 159,Puesto 160,Puesto 161,Puesto 162,Puesto 163,Puesto 164,Puesto 165,Puesto 166,Puesto 167,Puesto 168,Puesto 169,Puesto 170,Puesto 171,Puesto 172,Puesto 173,Puesto 174,Puesto 175,Puesto 176,Puesto 177,Puesto 178,Puesto 179,Puesto 180,Puesto 181,Puesto 182,Puesto 183,Puesto 184,Puesto 185,Puesto 186,Puesto 187
3/16/2023,BECOME DIGITAL SAS,Valle del Cauca,Cali,Cali,Ganadería,5,Cliente 43,8,,82,,,,,,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,512,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,506,,,,,,,,,,,,,,,,,,,,,,,235,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,
12/5/2023,BIOHBAC SAS,Huila,Neiva,Neiva,Servicios financieros,4,Cliente 44,7,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,588,,,,,,,,,,,,,,,,,,,,,,,,,,,317,,,,,,,,,,,,,,,,,,,,,,,,,,,592,,,,,,,,,,,,,,,,,,,,,,,,,,1075,,,,,,,,,,,,,,,,,,,,,,,
7/2/2023,BLANCA AMELIA ZARATE DE SANCHEZ,"Bogotá, Distrito Capital",Bogotá,Los Mártires,Educación y salud,2,Cliente 45,5,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335
2/4/2023,BLANCA ELVINIA RIVERA BERNAL,Caldas,Manizales,Manizales,Turismo y hostelería,6,Cliente 46,9,140,,,,,,,,,,,,,,,,,,,,587,,,,,,,,,,,,,,,,,,,,505,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,432,,,,,,,,,,,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,319,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,
4/9/2023,BORIS AMILKAR GUTIERREZ CARDENAS,Cundinamarca,Bogotá,Rafael Uribe Uribe,TIC,4,Cliente 47,7,,,,,,,,,,,,,,,,,,,,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,537,,,,,,,,,,,,,,,,,,,,,,,,,,347,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,469,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,589,,,,,,
6/26/2023,BRAND SOLUTIONS SAS,Atlántico,Barranquilla,Barranquilla,Investigación médica y tecnologías en salud,8,Cliente 48,11,,,,,,,125,,,,,,,,,,,,,,,,,1432,,,,,,,,,,,,,,,,,458,,,,,,,,,,,,,,,,,346,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,558,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,,333,,,,,,,,,,,,,,,,,1430,,,,,,,,,,
4/20/2023,BRIDGESTONE DE COLOMBIA S A S,Atlántico,Barranquilla,Barranquilla,Turismo y hostelería,11,Cliente 49,14,,,,,,,,330,,,,,,,,,,,,,538,,,,,,,,,,,,,,446,,,,,,,,,,,,,470,,,,,,,,,,,,,315,,,,,,,,,,,,,,349,,,,,,,,,,,,,176,,,,,,,,,,,,,,279,,,,,,,,,,,,,281,,,,,,,,,,,,,432,,,,,,,,,,,,,332,,,,,,,,,,,,,1495,,,,,,,,,,,,,464,,,,,,,,,,,,,,,470,,,,,
3/27/2023,CAMPI PAN PRODUCTOS DE PANADERIA SAS,Huila,Neiva,Neiva,Servicios financieros,12,Cliente 50,15,,,,222,,,,,,,,,,,,298,,,,,,,,,,,,208,,,,,,,,,,,,,433,,,,,,,,,,,,,709,,,,,,,,,,,,284,,,,,,,,,,,,433,,,,,,,,,,,,525,,,,,,,,,,,,276,,,,,,,,,,,,231,,,,,,,,,,,,345,,,,,,,,,,,,493,,,,,,,,,,,,306,,,,,,,,,,,,,,971,,,,,,,,,,,,,,,571,,,,,,,,
8/27/2023,CANAL CAPITAL,"Bogotá, Distrito Capital",Bogotá,Rafael Uribe Uribe,Capacitación formal,12,Cliente 51,15,,,132,,,,,,,,,,,,325,,,,,,,,,,,,285,,,,,,,,,,,,,334,,,,,,,,,,,,,1065,,,,,,,,,,,,228,,,,,,,,,,,,472,,,,,,,,,,,,309,,,,,,,,,,,,248,,,,,,,,,,,,1076,,,,,,,,,,,,342,,,,,,,,,,,,528,,,,,,,,,,,,294,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,971,,,,,,,,,
1/14/2023,CARBONE-LANZETTA S A S,"Bogotá, Distrito Capital",Bogotá,Antonio Nariño,"Consultoría en gestión empresarial, finanzas, recursos humanos y marketing",7,Cliente 52,10,,,94,,,,,,,,,,,,,,,,,,,537,,,,,,,,,,,,,,,,,,,403,,,,,,,,,,,,,,,,,,,782,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,,,,,,,,,217,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,,,,752,,,,,,,,,,,,,,,,,,582,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,
5/27/2023,CARLOS ALBERTO MARTINEZ JARA,Risaralda,Pereira,Pereira,Agricultura,10,Cliente 53,13,,,,,,,153,,,,,,,,,,,,,,403,,,,,,,,,,,,,,,553,,,,,,,,,,,,,,305,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,704,,,,,,,,,,,,,,495,,,,,,,,,,,,,,291,,,,,,,,,,,,,,328,,,,,,,,,,,,,,,705,,,,,,,,,,,,,,315,,,,,,,,,,,,,,957,,,,,,,,,,,,,,,506,,,,,,,,
12/12/2023,CARLOS ALBERTO RODRIGUEZ SOLANO,Cundinamarca,Bogotá,La Candelaria,Construcción,12,Cliente 54,15,,,,,146,,,,,,,,,,,,324,,,,,,,,,,,,307,,,,,,,,,,,,,174,,,,,,,,,,,,,974,,,,,,,,,,,,793,,,,,,,,,,,,769,,,,,,,,,,,,317,,,,,,,,,,,,315,,,,,,,,,,,,336,,,,,,,,,,,,225,,,,,,,,,,,,312,,,,,,,,,,,,495,,,,,,,,,,,,,,544,,,,,,,,,,,,,,,343,,,,,,,
1/8/2023,CARLOS ALBERTO TIRADO TRIANA,Atlántico,Barranquilla,Barranquilla,Pesca y agricultura,7,Cliente 55,10,,132,,,,,,,,,,,,,,,,,,,438,,,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,,,797,,,,,,,,,,,,,,,,,,,402,,,,,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,721,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,
8/28/2023,CARLOS ARTURO RINCON MARQUEZ,Caldas,Manizales,Manizales,Transporte y logística,7,Cliente 56,10,,,,,127,,,,,,,,,,,,,,,,,,,1510,,,,,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,533,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,
4/19/2023,CARLOS EDUARDO FORERO RAMIREZ,Valle del Cauca,Cali,Cali,Turismo y hostelería,7,Cliente 57,10,177,,,,,,,,,,,,,,,,,,,322,,,,,,,,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,339,,,,,,,,,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,1048,,,,,,,,,,,,,,,,,,1035,,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,,,,,,,1994,,,,,,,,,,,,,,,,,,
3/16/2023,CARLOS JULIO GAMBOA PEÑA,Atlántico,Barranquilla,Barranquilla,Investigación médica y tecnologías en salud,10,Cliente 58,13,,,80,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,307,,,,,,,,,,,,,,346,,,,,,,,,,,,,,302,,,,,,,,,,,,,,333,,,,,,,,,,,,,,,702,,,,,,,,,,,,,,89,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,733,,,,,,,,,,,,
8/28/2023,CARMEN ROSA TORRES MUÑOZ,"Bogotá, Distrito Capital",Bogotá,San Cristóbal,Industria manufacturera,10,Cliente 59,13,,,,,,,,332,,,,,,,,,,,,,,568,,,,,,,,,,,,,,,1003,,,,,,,,,,,,,,492,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,315,,,,,,,,,,,,,,400,,,,,,,,,,,,,,231,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,446,,,,,,,,,,,,,,415,,,,,,,,,,,,,,574,,,,,,,,,,,,,,,300,,,,,,,
11/6/2023,C'DIVA NAILS SAS,"Bogotá, Distrito Capital",Bogotá,Madrid,Transporte y logística,5,Cliente 60,8,,,,,175,,,,,,,,,,,,,,,,,,,,,,,235,,,,,,,,,,,,,,,,,,,,,,,,746,,,,,,,,,,,,,,,,,,,,,,,,474,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,336,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,2066,,,,,,,,,,,,,,,,,,
1/4/2023,CESAR AUGUSTO YEPES RUBIO,"Bogotá, Distrito Capital",Bogotá,Antonio Nariño,Energía,10,Cliente 61,13,,,,,,,115,,,,,,,,,,,,,,583,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,328,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,744,,,,,,,,,,,,,,429,,,,,,,,,,,,,,295,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,762,,,,,,,,,,,,,,275,,,,,,,,,,,,,,976,,,,,,,,,,,,,,,528,,,,,,,,
11/16/2023,CESAR ESCOBAR MUÑOZ,Boyacá,Tunja,Tunja,Transporte y logística,5,Cliente 62,8,,,135,,,,,,,,,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,,,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,516,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,560,,,,,,,,,,,,,,,,,,,,,,,497,,,,,,,,,,,,,,,,,,,,
7/21/2023,CHRISTIAN FERNANDO JIMENEZ BARRETO,Atlántico,Barranquilla,Barranquilla,Estatales,3,Cliente 63,6,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023,CITIVALORES S A COMISIONISTA DE BOLSA,"Bogotá, Distrito Capital",Bogotá,Mosquera,Industria manufacturera,7,Cliente 64,10,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,331,,,,,,,,,,,,,,,,,,,560,,,,,,,,,,,,,,,,,,,706,,,,,,,,,,,,,,,,,,,1068,,,,,,,,,,,,,,,,,,327,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,555,,,,,,,,,,,,,,,,,,,,1043,,,,,,,,,
7/7/2023,CLAUDIA ESPERANZA RESTREPO LOPEZ,Meta,Villavicencio,Villavicencio,Estatales,4,Cliente 65,7,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2023,COINCO CONSULTORES S A S,"Bogotá, Distrito Capital",Bogotá,Usaquén,Investigación médica y tecnologías en salud,3,Cliente 66,6,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2023,COMERCIALIZADORA CARMEBO S A S,Huila,Neiva,Neiva,Silvicultura,3,Cliente 67,6,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2023,COMERCIALIZADORA DE PRODUCTOS INDUSTRIALES COMPROIND LTDA.,Risaralda,Pereira,Pereira,Turismo y hostelería,10,Cliente 68,13,162,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,543,,,,,,,,,,,,,,793,,,,,,,,,,,,,,,739,,,,,,,,,,,,,,316,,,,,,,,,,,,,,1545,,,,,,,,,,,,,,236,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,405,,,,,,,,,,,,,,575,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,
10/9/2023,COMERCIALIZADORA INTERNACIONAL DE COLOMBIA CIDECOLOMBIA COM S A S,Arauca,Arauca,Arauca,Construcción,11,Cliente 69,14,,,,,,,,,,,,,179,,,,,,,,,,,,,314,,,,,,,,,,,,,,339,,,,,,,,,,,,,1062,,,,,,,,,,,,,327,,,,,,,,,,,,,,297,,,,,,,,,,,,,557,,,,,,,,,,,,,,330,,,,,,,,,,,,,528,,,,,,,,,,,,,741,,,,,,,,,,,,,85,,,,,,,,,,,,,109,,,,,,,,,,,,,244,,,,,,,,,,,,,,,283
2/4/2023,COMPAÑIA DE PROYECTOS AMBIENTALES E INGENIERIA S.A.S. C.P.A. INGENIERIA S.A.S.,"Bogotá, Distrito Capital",Bogotá,Usaquén,Transporte y logística,3,Cliente 70,6,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2023,COMPUTO Y ARTES GRAFICAS COMGRAFICAS S A S,Cundinamarca,Bogotá,Rafael Uribe Uribe,"Cultura, ocio y entretenimiento",6,Cliente 71,9,,,,,,,,,,219,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,427,,,,,,,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,412,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,,,
12/5/2023,CONSTRUCCIONES VERACA SAS,Cundinamarca,Bogotá,San Cristóbal,Silvicultura,12,Cliente 72,15,,,,,,,,317,,,,,,,,,,,,292,,,,,,,,,,,,90,,,,,,,,,,,,,535,,,,,,,,,,,,,315,,,,,,,,,,,,185,,,,,,,,,,,,279,,,,,,,,,,,,465,,,,,,,,,,,,794,,,,,,,,,,,,247,,,,,,,,,,,,70,,,,,,,,,,,,87,,,,,,,,,,,,1533,,,,,,,,,,,,,,1526,,,,,,,,,,,,,,,447,,,,
12/12/2023,CONSTRUCTORA CAPITAL BOGOTA SAS,"Bogotá, Distrito Capital",Bogotá,Teusaquillo,Turismo y hostelería,10,Cliente 73,13,,,,,,,,,452,,,,,,,,,,,,,,1058,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,783,,,,,,,,,,,,,,,772,,,,,,,,,,,,,,340,,,,,,,,,,,,,,220,,,,,,,,,,,,,,324,,,,,,,,,,,,,,349,,,,,,,,,,,,,,,508,,,,,,,,,,,,,,530,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,470,,,,,,
7/9/2023,"CONSULTORES, DESARROLLO Y AMBIENTE S.A.S BIC",Antioquia,Medellín,Medellín,Construcción,6,Cliente 74,9,,,,192,,,,,,,,,,,,,,,,,,,,1587,,,,,,,,,,,,,,,,,,,,731,,,,,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,1520,,,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,329,,,,,,,,,,,,,,,,,,,,1981,,,,,,,,,,,,,,,,,,
2/6/2023,COPER CONSULTING GROUP SAS,"Bogotá, Distrito Capital",Bogotá,Funza,Industria manufacturera,11,Cliente 75,14,,,,,,,,319,,,,,,,,,,,,,566,,,,,,,,,,,,,,435,,,,,,,,,,,,,592,,,,,,,,,,,,,336,,,,,,,,,,,,,,323,,,,,,,,,,,,,197,,,,,,,,,,,,,,296,,,,,,,,,,,,,315,,,,,,,,,,,,,435,,,,,,,,,,,,,336,,,,,,,,,,,,,1591,,,,,,,,,,,,,562,,,,,,,,,,,,,,,565,,,,,
12/17/2023,CREATIVE GROUP S.A.S,Antioquia,Medellín,Medellín,Energía,12,Cliente 76,15,,,,,,,,333,,,,,,,,,,,,331,,,,,,,,,,,,190,,,,,,,,,,,,,576,,,,,,,,,,,,,304,,,,,,,,,,,,244,,,,,,,,,,,,299,,,,,,,,,,,,537,,,,,,,,,,,,743,,,,,,,,,,,,245,,,,,,,,,,,,67,,,,,,,,,,,,104,,,,,,,,,,,,1542,,,,,,,,,,,,,,1429,,,,,,,,,,,,,,,439,,,,
3/26/2023,CRISTHIAN ALEXANDER HUERTAS VARGAS,Cundinamarca,Bogotá,Funza,Construcción,2,Cliente 77,5,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2023,DARIO  ESPITIA PEÑA,Huila,Neiva,Neiva,TIC,9,Cliente 78,12,,126,,,,,,,,,,,,,,,,723,,,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,431,,,,,,,,,,,,,,,,,,719,,,,,,,,,,,,,,,323,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,764,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,,551,,,,,,,,,,,,,
9/10/2023,DARIO GERMAN VELANDIA LATORRE,Valle del Cauca,Cali,Cali,Construcción,11,Cliente 79,14,,,,,,,,,499,,,,,,,,,,,,,553,,,,,,,,,,,,,,488,,,,,,,,,,,,,571,,,,,,,,,,,,,194,,,,,,,,,,,,,,493,,,,,,,,,,,,,350,,,,,,,,,,,,,,296,,,,,,,,,,,,,443,,,,,,,,,,,,,171,,,,,,,,,,,,,119,,,,,,,,,,,,,126,,,,,,,,,,,,,1538,,,,,,,,,,,,,,,557,,,,
8/28/2023,DECORAND'S S.A.S,"Bogotá, Distrito Capital",Bogotá,Puente Aranda,Ganadería,2,Cliente 80,5,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2023,DEIVIS ARTURO CONTRERAS ARISTIZABAL,Tolima,Ibagué,Ibagué,Ganadería,6,Cliente 81,9,,,,,,,,304,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,549,,,,,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,,,,,,,781,,,,,,,,,,,,,,,,,,,,,706,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,
2/27/2023,DIANA MARCELA ZAPATA MALAGON,Bolívar,Cartagena,Cartagena,Comercio,5,Cliente 82,8,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,984,,,,,,,,,,,,,,,,,,,,,,,,426,,,,,,,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,
5/26/2023,DIEGO HARVEY VANEGAS MONROY,Bolívar,Cartagena,Cartagena,Silvicultura,3,Cliente 83,6,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023,DILSON  QUINTERO GONZALEZ,"Bogotá, Distrito Capital",Bogotá,Chapinero,Educación y salud,7,Cliente 84,10,,,,212,,,,,,,,,,,,,,,,,,,991,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,229,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,1076,,,,,,,,,,,,,,,,,,439,,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,
11/15/2023,DIMANCOL GROUP S.A.S.,"Bogotá, Distrito Capital",Bogotá,Mosquera,Capacitación formal,9,Cliente 85,12,,,,,,,,,,199,,,,,,,,,,,,,,,,315,,,,,,,,,,,,,,,,222,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,343,,,,,,,,,,,,,,,565,,,,,,,,,,,,,,,497,,,,,,,,,,,,,,,546,,,,,,,,,,,,,,,595,,,,,,,,,,,,,,,347,,,,,,,,,,,,,,,529,,,,,,,,,,,,,,,,,452,,,,,
1/19/2023,DIONICIA VARGAS VARGAS,Caldas,Manizales,Manizales,Construcción,8,Cliente 86,11,,,,,,,,,,230,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,774,,,,,,,,,,,,,,,,,338,,,,,,,,,,,,,,,,,501,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,329,,,,,,,
2/23/2023,DISMET SAS,Nariño,Pasto,Pasto,Energía,9,Cliente 87,12,,,,,,,175,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,745,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,1569,,,,,,,,,,,,,,,307,,,,,,,,,,,,,,,334,,,,,,,,,,,,,,,762,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,405,,,,,,,,
7/26/2023,DISTRIREISOL SAS,"Bogotá, Distrito Capital",Bogotá,Los Mártires,Silvicultura,3,Cliente 88,6,,,,,,,,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,,,,,,,,,,,,,,,,,,,,,,
2/20/2023,DSV AIR & SEA SAS,"Bogotá, Distrito Capital",Bogotá,Sumapaz,Agricultura,6,Cliente 89,9,99,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,545,,,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,434,,,,,,,,,,,,,,,,,,,,,514,,,,,,,,,,,,,,,,,,,,,284,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,
